date,MS-Pos,MS-Neg,MS-Amb,MS-Neu,ME-Ang,ME-Dis,ME-Fea,ME-Joy,ME-Sad,ME-Sur,ME-Neu,M-NST,M-ST,GH-Death,GH-Injure
2018-08-31,0.1325405693890825,0.2355776447238947,0.0036858519988658,0.6281959338881569,0.0511349422105105,0.001350923130806,0.0097233109291349,0.1850431127937424,0.0282359612401807,0.1066228589536183,0.617888890742007,0.7525976083657165,0.2474023916342834,83.0,444.0
2018-09-30,0.0929440002121706,0.2540875999522616,0.0040445027913699,0.6489238970441978,0.0571004230152099,0.0014056304783121,0.0104626645980029,0.1499250772433729,0.0381244115579955,0.1057405418307674,0.637241251276339,0.7525825144872764,0.2474174855127236,100.0,483.0
2018-10-31,0.0914443629800913,0.2363882465737973,0.0044216344255823,0.6677457560205289,0.0509615926907675,0.0016693925892504,0.0075686650499125,0.1285545090519429,0.0236760476002481,0.0949072246348203,0.6926625683830581,0.7406463256443517,0.2593536743556483,183.0,655.0
2018-11-30,0.0824188482945106,0.2948865634359577,0.0041470128169372,0.6185475754525943,0.0583370721119451,0.0020007517976451,0.0092398355745795,0.1293091949702312,0.0244334234682122,0.1089864070135444,0.6676933150638422,0.7136014744934459,0.2863985255065539,210.0,300.0
2018-12-31,0.0906646889774728,0.2641026235283211,0.0045656809122091,0.6406670065819968,0.058113933438398,0.0016223231667748,0.0092820061184759,0.1412579957356076,0.0316584777973486,0.1033651617687957,0.6547001019745989,0.7315750440344859,0.268424955965514,217.0,310.0
2019-01-31,0.0970662470238399,0.2562307763051675,0.0049151347319156,0.6417878419390769,0.0514811824935367,0.0017678135314374,0.0133250222254013,0.1634972052196482,0.0251581324531733,0.0974443343109103,0.6473263097658924,0.7470289492238992,0.2529710507761008,192.0,453.0
2019-02-28,0.1077990047191744,0.2502745431700585,0.005411715820612,0.6365147362901551,0.0488736309941925,0.001365295764615,0.0109619399071994,0.170414634387645,0.0334992134709182,0.0987069264026435,0.6361783590727861,0.7471432670142565,0.2528567329857435,158.0,535.0
2019-03-31,0.099156265253469,0.2724443902098877,0.0046283383306603,0.6237710062059828,0.0546335680914859,0.0016996722683215,0.0100847221253748,0.1577644515724147,0.0265584687260302,0.101919322222997,0.6473397949933757,0.7482654626595077,0.2517345373404923,146.0,593.0
2019-04-30,0.1001397518460463,0.2199769598307869,0.005684500764858,0.6741987875583086,0.0387622518932598,0.0016052576910728,0.0078279919170553,0.143812203735529,0.0192914203697758,0.0881664180091027,0.7005344563842043,0.7598156786462956,0.2401843213537044,157.0,550.0
2019-05-31,0.1055472075148101,0.2527987790007002,0.0055070844708085,0.6361469290136812,0.04802964384898,0.001667859868302,0.0095823269792068,0.1715928848468637,0.0302102919541495,0.099568087232218,0.6393489052702799,0.7391766121989788,0.2608233878010212,134.0,538.0
2019-06-30,0.1045612288819541,0.2629936511352631,0.0056628645216829,0.6267822554610998,0.0522099967717636,0.0013181964919832,0.0121462391047024,0.1625955019907457,0.0389809534057893,0.097963520929732,0.6347855913052836,0.7278462283439148,0.2721537716560852,154.0,514.0
2019-07-31,0.0964788732394366,0.2466329225352113,0.0038952464788732,0.6529929577464789,0.0439810739436619,0.0015184859154929,0.0089458626760563,0.1723041373239436,0.0295224471830985,0.0943992077464788,0.6493287852112676,0.7587918133802817,0.2412081866197183,113.0,407.0
2019-08-31,0.1086958335767154,0.2573035489281453,0.0039302731164312,0.6300703443787081,0.0471799664549937,0.001560426906099,0.0121579786213169,0.1877352114086399,0.031917823079298,0.103054932033812,0.6163936614958403,0.7587930473385125,0.2412069526614875,154.0,478.0
2019-09-30,0.115433070094168,0.2674696196512693,0.0032353416962014,0.6138619685583612,0.0490105246645784,0.0014951200262748,0.0170688784638989,0.203071613798242,0.0385152722834159,0.1003102986808629,0.5905282920827267,0.7461531297028878,0.2538468702971122,146.0,537.0
2019-10-31,0.1231417343370804,0.2701497221718777,0.0030810851431577,0.6036274583478841,0.0511053448207268,0.0019671203568223,0.0169702810108788,0.2138105110534482,0.0370570111263863,0.102639477674289,0.5764502539574483,0.7456756505863786,0.2543243494136213,434.0,1121.0
2019-11-30,0.1015612748311596,0.2745303706902979,0.0043627258166935,0.6195456286618489,0.0571396252220568,0.0019127094918208,0.0174354781902271,0.181591713648879,0.0368993539463772,0.1147959905084362,0.5902251289922026,0.7517591014378742,0.2482408985621257,331.0,970.0
2019-12-31,0.0996727716727716,0.2584126984126984,0.0042783882783882,0.6376361416361417,0.0523858363858363,0.0021196581196581,0.013010989010989,0.1646007326007326,0.0325274725274725,0.1079267399267399,0.6274285714285714,0.7351697191697192,0.2648302808302808,393.0,1021.0
2020-01-31,0.0679889977918103,0.1454305969860148,0.0025568511990082,0.7840235540231666,0.0220431565490256,0.0005036222058652,0.0056948049432456,0.1545732770309534,0.0192151241622438,0.0894510517956068,0.7085189633130593,0.3863169720683377,0.6136830279316623,468.0,1147.0
2020-02-29,0.065340909090909,0.1116416827852998,0.0021155705996131,0.820901837524178,0.0146881044487427,0.0003626692456479,0.0054400386847195,0.1429521276595744,0.0120285299806576,0.0719898452611218,0.7525386847195358,0.2985372340425532,0.7014627659574468,429.0,1023.0
2020-03-31,0.0553418558591,0.2248866482248376,0.0029626962172425,0.7168087996988198,0.0411994827557985,0.0002618957982092,0.0120308382302391,0.1160853125562666,0.0195930794035323,0.1153323621364149,0.6954970291195389,0.3924835905913934,0.6075164094086065,441.0,996.0
2020-04-30,0.0363761442129499,0.263716515976863,0.0026534508900993,0.6972538889200877,0.0471303420003369,9.827595889257032e-05,0.0075672488347279,0.0902875273768742,0.0269556915819621,0.1373476722637165,0.6906132419834896,0.3060594148368619,0.6939405851631381,376.0,843.0
2020-05-31,0.0236733545846615,0.2068137071066941,0.0011602287642977,0.7683527095443465,0.0145907556722295,5.859741233827114e-05,0.0029181511344459,0.0589021188824301,0.0099146821676354,0.0629219013688355,0.8506937933620852,0.5444168385524095,0.4555831614475905,366.0,969.0
2020-06-30,0.1460703150198903,0.163186754112461,0.0020857972261047,0.6886571336415439,0.0284055477905601,0.0,0.0056768089452747,0.1803892054617783,0.0129018385119879,0.082507257284163,0.6901193420062359,0.3793570583808193,0.6206429416191808,400.0,869.0
2020-07-31,0.2433868320769937,0.2662049270766691,0.0009179160524046,0.4894903247939325,0.0309124456436075,0.0001668938277099,0.0070837157983551,0.2742992777206012,0.021826003912733,0.0869238685989263,0.5787877944980668,0.4756195933353731,0.5243804066646268,321.0,846.0
2020-08-31,0.2867133759587529,0.2156667560013783,0.0012634480646272,0.4963564199752416,0.02366093648302,0.0001403831182919,0.0052324616817897,0.3250252051507842,0.0203300279490026,0.0806437204078767,0.5449672652092347,0.4897584134155213,0.5102415865844787,332.0,840.0
2020-09-30,0.2733463796477495,0.1991128506196999,0.0010437051532941,0.5264970645792564,0.023900848010437,0.0001956947162426,0.0053620352250489,0.3129810828440965,0.0195825179386823,0.079491193737769,0.5584866275277234,0.5143509458577952,0.4856490541422048,360.0,900.0
2020-10-31,0.2097157971058893,0.2551698783738243,0.001276513178722,0.5338378113415643,0.0271642004432053,0.0002961510574635,0.0050345679768797,0.2620222011172043,0.0197093634794685,0.0791029686590484,0.60667054726673,0.4810616504804796,0.5189383495195204,372.0,930.0
2020-11-30,0.1986672645881029,0.259466433792002,0.0016285491751044,0.5402377524447907,0.0337353568253518,0.0002360216195803,0.0067580857073174,0.2463042948067377,0.0185512992990157,0.1041642081081293,0.5902507336338675,0.4948271928375306,0.5051728071624694,361.0,935.0
2020-12-31,0.1783387012208823,0.2849973784735226,0.0013107632387087,0.5353531570668864,0.0381369685167153,0.0001997353506603,0.0101240855865977,0.2320238184405662,0.0226949292187851,0.1020710059171597,0.5947494569695154,0.4746336104661324,0.5253663895338676,375.0,999.0
2021-01-31,0.0610764938859871,0.5608431670009605,0.0002638714954301,0.3778164676176222,0.0189088107625631,0.0438043651642112,0.0074817326260559,0.0904595606327485,0.0117045250143389,0.0297012397717978,0.7979397660282843,0.3363945820648835,0.6636054179351165,353.0,1010.0
2021-02-28,0.1423119429269695,0.2881415324899367,0.0014802868027602,0.5680662377803335,0.0495997160724554,0.0014196377228292,0.0113863031914893,0.2752457410868315,0.0357312931282346,0.1139214347326049,0.512695874065555,0.6224370148073606,0.3775629851926394,298.0,937.0
2021-03-31,0.1187137076329962,0.1979805420297896,0.0018415237293486,0.6814642266078654,0.0487023236681239,0.0008322730620952,0.009231534539332,0.18883032152526,0.0307032229056852,0.1333263180048405,0.588374006294663,0.7227908890015593,0.2772091109984407,230.0,827.0
